,P,F
-2325,5.374997931526034e-21,6.056694066042462e-20
-2324,5.6647137293439725e-21,6.433565834693817e-20
-2323,5.67829998892387e-21,6.814949235305305e-20
-2322,6.112202009556195e-21,7.224801649613845e-20
-2321,6.27666139337064e-21,7.657330496823462e-20
-2320,6.671706215203084e-21,8.102091860984565e-20
-2319,6.723535786289039e-21,8.55714433417877e-20
-2318,6.9648555706682e-21,9.015021856999872e-20
-2317,6.985878608111704e-21,9.477849236567688e-20
-2316,7.144314350256302e-21,9.944085625472175e-20
-2315,7.167933526409842e-21,1.0413995982640373e-19
-2314,7.209311874689035e-21,1.087936143612795e-19
-2313,7.30508317858201e-21,1.1354523801094685e-19
-2312,8.160240013826736e-21,1.1909868760829586e-19
-2311,8.17898877480689e-21,1.2480668985570132e-19
-2310,1.201611824376508e-20,1.3392255573802102e-19
-2309,1.2037036123091928e-20,1.437001404089329e-19
-2308,1.2091099310218147e-20,1.5160828693680912e-19
-2307,1.2591743110007907e-20,1.6002051323593089e-19
-2306,1.428500946004525e-20,1.6995345246142496e-19
-2305,1.4317663366310568e-20,1.8014519609787385e-19
-2304,1.5840064463875236e-20,1.9100188620449086e-19
-2303,1.5942018366058645e-20,2.021484111077957e-19
-2302,1.6085189327178987e-20,2.1264621858918367e-19
-2301,1.7008900962195714e-20,2.240802303612853e-19
-2300,2.207631965231382e-20,2.40209362564957e-19
-2299,2.2083885615938415e-20,2.5717128119027116e-19
-2298,2.2947398232793966e-20,2.724614920468417e-19
-2297,2.3136380784546413e-20,2.8806588274275475e-19
-2296,2.3829006298600317e-20,3.03887466248694e-19
-2295,2.4007749991922513e-20,3.1995835497165745e-19
-2294,2.4778044286453855e-20,3.36391855819619e-19
-2293,2.4991007589743132e-20,3.53126465397803e-19
-2292,2.836247783240614e-20,3.727804063721184e-19
-2291,2.866977630698049e-20,3.932971359561956e-19
-2290,2.8903893814374395e-20,4.1229690276345684e-19
-2289,2.902569243930551e-20,4.3141194456841184e-19
-2288,2.9534099975150054e-20,4.508884446281557e-19
-2287,2.9627480837008396e-20,4.705174353753636e-19
-2286,3.4248621140573304e-20,4.944827874234095e-19
-2285,3.430113476351761e-20,5.192245838158426e-19
-2284,3.782040017971391e-20,5.45169427182353e-19
-2283,3.831571906502236e-20,5.721076214599684e-19
-2282,3.872103171876388e-20,5.975513465489948e-19
-2281,4.0758774353934205e-20,6.2505727757212e-19
-2280,7.088981110960961e-20,6.818803410007204e-19
-2279,7.092812722545188e-20,7.444199187041007e-19
-2278,7.23206796931784e-20,7.932781663370691e-19
-2277,7.340864850844234e-20,8.434386684168719e-19
-2276,7.811982887449835e-20,8.973444515751974e-19
-2275,7.89811203165398e-20,9.52791198013069e-19
-2274,8.850637448232295e-20,1.0151190442858578e-18
-2273,8.854968273055326e-20,1.0788754126935715e-18
-2272,9.72538678009493e-20,1.146569027455724e-18
-2271,1.0047087843022666e-19,1.219059114409344e-18
-2270,1.0242076578472044e-19,1.2883274913112186e-18
-2269,1.0275558977911928e-19,1.3579469754518108e-18
-2268,1.0613623484053697e-19,1.4298974042342148e-18
-2267,1.0653337010767689e-19,1.5027439296800537e-18
-2266,1.1249574222398638e-19,1.5797530720746973e-18
-2265,1.1318865843097736e-19,1.6583263456789414e-18
-2264,1.1427727305915388e-19,1.7348460051319212e-18
-2263,1.16153877575501e-19,1.8132984520691663e-18
-2262,1.1914497745265834e-19,1.8937035935833997e-18
-2261,1.1939052661507095e-19,1.9746173777582403e-18
-2260,1.8757318469441057e-19,2.122235836665185e-18
-2259,1.8790980266994947e-19,2.2845862814327917e-18
-2258,1.89126291415367e-19,2.4139846733723414e-18
-2257,1.920733008931624e-19,2.5464459810856512e-18
-2256,2.209507181900207e-19,2.7064572304708646e-18
-2255,2.2285428414970354e-19,2.873557956934755e-18
-2254,2.7894009409396333e-19,3.0817431252098427e-18
-2253,2.7930384440729676e-19,3.2997907545425313e-18
-2252,2.83870455857828e-19,3.494322498080422e-18
-2251,3.0161720317616984e-19,3.707253962733739e-18
-2250,3.224566022305849e-19,3.934298085145186e-18
-2249,3.228442328135094e-19,4.163700515927077e-18
-2248,3.3442860339678494e-19,4.394189295649175e-18
-2247,3.371015710284451e-19,4.629176910981908e-18
-2246,3.519623818883578e-19,4.872527507246426e-18
-2245,3.5844380481949364e-19,5.124708581343813e-18
-2244,3.727185133883764e-19,5.381940240325383e-18
-2243,3.7692926625219626e-19,5.6452963370858176e-18
-2242,3.945617073058564e-19,5.918151575937605e-18
-2241,3.970236329576355e-19,6.195711666469662e-18
-2240,4.0027890841355994e-19,6.467717864702107e-18
-2239,4.0236771195724594e-19,6.741555741486435e-18
-2238,4.0426098291042064e-19,7.015151636375365e-18
-2237,4.078873342656079e-19,7.292393467298202e-18
-2236,4.876097618312376e-19,7.647414498148395e-18
-2235,4.889833962674044e-19,8.01979100028123e-18
-2234,6.168928868698213e-19,8.480226547592843e-18
-2233,6.193594471256646e-19,8.96732929459281e-18
-2232,6.256139949480616e-19,9.396431651249866e-18
-2231,6.647978330705088e-19,9.865288264156657e-18
-2230,7.852171730781108e-19,1.0442506540610258e-17
-2229,7.861944521184208e-19,1.1038394640904757e-17
-2228,8.115478298565657e-19,1.1599288697919905e-17
-2227,8.278592565096174e-19,1.2180043966953654e-17
-2226,8.387041780551106e-19,1.2754715849181289e-17
-2225,8.725552737083933e-19,1.3364035758203979e-17
-2224,1.0419637768472087e-18,1.4128214482991008e-17
-2223,1.04268451572312e-18,1.492371129759046e-17
-2222,1.1022856680354959e-18,1.5694034351905422e-17
-2221,1.1221740219716354e-18,1.649410342219981e-17
-2220,1.1533172907124035e-18,1.7293843706579467e-17
-2219,1.1604572627110413e-18,1.8101579705743025e-17
-2218,1.1792018830223278e-18,1.8910812743022752e-17
-2217,1.1876910470855748e-18,1.9730570412751274e-17
-2216,1.2989058896291001e-18,2.0650260445048e-17
-2215,1.3147017923681212e-18,2.1605945590712276e-17
-2214,1.3287565410586469e-18,2.2518390324545e-17
-2213,1.3407381985847397e-18,2.3441969340209682e-17
-2212,1.3850347498171167e-18,2.4401371052264645e-17
-2211,1.3878661610277227e-18,2.5368948155202718e-17
-2210,1.6709143511342018e-18,2.6597154435786202e-17
-2209,1.6744817903945687e-18,2.78818068869544e-17
-2208,1.7281543136313396e-18,2.9078677242356907e-17
-2207,1.775318712493169e-18,3.033040485980644e-17
-2206,1.8226963264554797e-18,3.159148618453863e-17
-2205,1.895827099867892e-18,3.293034897111788e-17
-2204,2.885754816106702e-18,3.5218047452670973e-17
-2203,2.8902139175274785e-18,3.7718533383245326e-17
-2202,2.9642470434620094e-18,3.979734830241622e-17
-2201,3.0668225962147946e-18,4.1992331630869636e-17
-2200,3.409360948613713e-18,4.44810847713978e-17
-2199,3.425826583543635e-18,4.7032491588314276e-17
-2198,3.581971671640521e-18,4.9565251678354845e-17
-2197,3.5902140557469186e-18,5.21311849245888e-17
-2196,3.883967085471912e-18,5.491261391965471e-17
-2195,4.0196364305259835e-18,5.788706970294671e-17
-2194,4.099414452099671e-18,6.077149181945382e-17
-2193,4.128791913807705e-18,6.368018304757489e-17
-2192,4.36080932681742e-18,6.677841300497565e-17
-2191,4.385231837512066e-18,6.993723611263061e-17
-2190,4.471201704813937e-18,7.30633176219226e-17
-2189,4.494549846294995e-18,7.622407978485299e-17
-2188,4.5341245877072664e-18,7.937939436870896e-17
-2187,4.6096268419962325e-18,8.26102996978755e-17
-2186,4.786446346507766e-18,8.598439782700394e-17
-2185,4.803702835917318e-18,8.939531278484881e-17
-2184,7.041562159538471e-18,9.495846720444077e-17
-2183,7.072282659620185e-18,1.0107668153876461e-16
-2182,7.089823560263846e-18,1.0608834125099799e-16
-2181,7.326027235152817e-18,1.1133484792565141e-16
-2180,9.366589619189126e-18,1.1858836684026817e-16
-2179,9.403323257629622e-18,1.262731662779336e-16
-2178,1.0172561328975693e-17,1.337012572304097e-16
-2177,1.0222076519818655e-17,1.413226080743614e-16
-2176,1.0463719980138626e-17,1.4879892885032183e-16
-2175,1.115556808557677e-17,1.569986496607253e-16
-2174,1.1879050492561723e-17,1.6568189985671978e-16
-2173,1.1893642519073505e-17,1.7442443866835462e-16
-2172,1.2510279491673942e-17,1.8342321773761296e-16
-2171,1.2734748279463305e-17,1.9275838899930225e-16
-2170,1.2979019250438325e-17,2.0199028381239187e-16
-2169,1.31116860416408e-17,2.113791764443478e-16
-2168,1.3394647342178976e-17,2.2090616709402595e-16
-2167,1.3565271816135904e-17,2.306355785708987e-16
-2166,1.4160424225005266e-17,2.4079264193285834e-16
-2165,1.4312505901153296e-17,2.511718917415423e-16
-2164,1.4394484226040734e-17,2.6135280232292305e-16
-2163,1.4543550562833225e-17,2.716420119911205e-16
-2162,1.464077476083047e-17,2.8196201420776053e-16
-2161,1.4715269296528262e-17,2.9235087470128914e-16
-2160,1.9494302041608375e-17,3.0746149314712725e-16
-2159,1.956627587700926e-17,3.237594961861487e-16
-2158,2.1242123872032758e-17,3.393501985421674e-16
-2157,2.1437883791950198e-17,3.5546572417455914e-16
-2156,2.218190382295348e-17,3.7148240701864066e-16
-2155,2.3672190725895382e-17,3.890935863317219e-16
-2154,2.76123137735278e-17,4.100559765798071e-16
-2153,2.765115465899538e-17,4.3163029806438543e-16
-2152,2.8033714376674985e-17,4.5162064601595425e-16
-2151,2.9278575990701644e-17,4.728904730178748e-16
-2150,2.9886667956344176e-17,4.943317675918205e-16
-2149,3.045140900281059e-17,5.163469735385324e-16
-2148,3.2820260004958785e-17,5.403287199973828e-16
-2147,3.290415716965384e-17,5.648250755108016e-16
-2146,3.491845818025997e-17,5.901420152850299e-16
-2145,3.5976006474471387e-17,6.168600969752143e-16
-2144,3.6927837213278586e-17,6.435721516115238e-16
-2143,3.73049022423075e-17,6.705243367851151e-16
-2142,3.7991123928140006e-17,6.976376019724313e-16
-2141,3.824291132984679e-17,7.250511724209532e-16
-2140,3.9670927784343556e-17,7.535513580425634e-16
-2139,4.016759877497222e-17,7.827709119473572e-16
-2138,4.0638403169390994e-17,8.117494916506496e-16
-2137,4.125372184123743e-17,8.412823390225964e-16
-2136,4.39443688866688e-17,8.732665513983093e-16
-2135,4.4068795909837417e-17,9.057759410312254e-16
-2134,5.308694809175153e-17,9.459782710285066e-16
-2133,5.331665501131595e-17,9.883020856653065e-16
-2132,5.361719461838021e-17,1.0264399494678973e-15
-2131,5.65564948206521e-17,1.0674734428239614e-15
-2130,5.959914835122931e-17,1.1108548196267643e-15
-2129,6.077947820188223e-17,1.1557347794685133e-15
-2128,7.324495888177996e-17,1.2114145736337673e-15
-2127,7.372391310712645e-17,1.270347081126248e-15
-2126,7.62387310473909e-17,1.325486102781136e-15
-2125,8.126411219710666e-17,1.3860984121726261e-15
-2124,9.257941852724743e-17,1.4568547543003896e-15
-2123,9.287256692747558e-17,1.5289109434414898e-15
-2122,9.577500262493736e-17,1.5982446827887592e-15
-2121,9.670127774250122e-17,1.6689316895356636e-15
-2120,1.0094619656132987e-16,1.7425012827665042e-15
-2119,1.0387128322005668e-16,1.8195787330850387e-15
-2118,1.0564333827678107e-16,1.8961390908345583e-15
-2117,1.0714751067817012e-16,1.9739004675352987e-15
-2116,1.1491801585604658e-16,2.058579129098777e-15
-2115,1.1607142542104908e-16,2.145487733546015e-15
-2114,1.1701406213544545e-16,2.2295146365849767e-15
-2113,1.17966832069476e-16,2.314405972570465e-15
-2112,1.1925105170786544e-16,2.400165928234267e-15
-2111,1.2075422634206886e-16,2.4873012720008086e-15
-2110,1.2858832361275437e-16,2.5815385733963404e-15
-2109,1.2928064835592237e-16,2.6776968358966425e-15
-2108,1.5756739197060434e-16,2.7983726260713832e-15
-2107,1.5947819758536913e-16,2.9279688433707174e-15
-2106,1.6020598099548951e-16,3.0439140266260603e-15
-2105,1.7130496397525148e-16,3.170839839009912e-15
-2104,2.3753631160885537e-16,3.3639680037611236e-15
-2103,2.3815084615904723e-16,3.570380518297006e-15
-2102,2.434361046188201e-16,3.749047029508898e-15
-2101,2.48077248317018e-16,3.933200254095284e-15
-2100,2.578998600232353e-16,4.124832280277302e-15
-2099,2.7067348908487686e-16,4.329744605277372e-15
-2098,2.8174298526701623e-16,4.540113469257681e-15
-2097,2.825022486480057e-16,4.750739295103811e-15
-2096,3.034159976439547e-16,4.976881932735179e-15
-2095,3.129266068622231e-16,5.216252916941211e-15
-2094,3.1636697363000563e-16,5.44808188977874e-15
-2093,3.1869578186494124e-16,5.681450639883654e-15
-2092,3.25129076454705e-16,5.919599544192261e-15
-2091,3.288098016820088e-16,6.1618886587744106e-15
-2090,3.371386012068081e-16,6.409241486953485e-15
-2089,3.4203624283885566e-16,6.661852967910362e-15
-2088,3.446623127977558e-16,6.913863539467953e-15
-2087,3.506647183734247e-16,7.170283690192872e-15
-2086,3.54708176697478e-16,7.428951242522054e-15
-2085,3.561660398302397e-16,7.688625334308613e-15
-2084,5.056195661846464e-16,8.09600362737847e-15
-2083,5.087189189083756e-16,8.545229028299643e-15
-2082,5.113543853336581e-16,8.922813504457873e-15
-2081,5.238806969137607e-16,9.311982212115282e-15
-2080,5.728535769364656e-16,9.749731757798531e-15
-2079,5.995358334451543e-16,1.0221597078664207e-14
-2078,6.504374206526964e-16,1.0719461827679403e-14
-2077,6.524777261315247e-16,1.1223967003016616e-14
-2076,6.657726604376151e-16,1.1716643225794797e-14
-2075,7.135994731970718e-16,1.2257598439356422e-14
-2074,7.343592211446886e-16,1.2807600860190395e-14
-2073,7.383065392817109e-16,1.3359435986361707e-14
-2072,7.558234949961868e-16,1.3918753297172578e-14
-2071,7.61861047681159e-16,1.448590936903392e-14
-2070,7.904125014664011e-16,1.507267694374276e-14
-2069,8.189728344777835e-16,1.5691671084304226e-14
-2068,8.339690147047522e-16,1.631602861387154e-14
-2067,8.491137427555867e-16,1.6947918535592434e-14
-2066,8.724512235737097e-16,1.7595041399348867e-14
-2065,8.81847243720176e-16,1.825186304369277e-14
-2064,8.849745495879027e-16,1.8902222701412983e-14
-2063,8.976490091917243e-16,1.9561662671090243e-14
-2062,9.054472470438643e-16,2.022845230111948e-14
-2061,9.21686213717798e-16,2.0908222183149837e-14
-2060,1.045355464011125e-15,2.1709419871210758e-14
-2059,1.051306389036281e-15,2.254187545348345e-14
-2058,1.168505530281221e-15,2.343113173438135e-14
-2057,1.1795495499078645e-15,2.4356405886743268e-14
-2056,1.1877318133917952e-15,2.5232913328947452e-14
-2055,1.2915064459216834e-15,2.6210357962045836e-14
-2054,1.3879170059027456e-15,2.726873980584132e-14
-2053,1.3957751582095548e-15,2.834084248577552e-14
-2052,1.4110857032111465e-15,2.938176593755818e-14
-2051,1.4431260882964182e-15,3.0452395477695595e-14
-2050,1.4840444409564003e-15,3.1552876258825776e-14
-2049,1.6090281006705051e-15,3.278209374035464e-14
-2048,1.7557335256825215e-15,3.415583159820798e-14
-2047,1.766791158325633e-15,3.5527806221053535e-14
-2046,1.8646568389342876e-15,3.692678392876844e-14
-2045,1.919829070719809e-15,3.8394377207144046e-14
-2044,1.945144482460564e-15,3.9848945959836885e-14
-2043,1.980649918168422e-15,4.13215533450447e-14
-2042,2.00580218754169e-15,4.280906155536092e-14
-2041,2.047153512500565e-15,4.433128114409124e-14
-2040,2.152314838494324e-15,4.5951296002686364e-14
-2039,2.1876177477508414e-15,4.7610651991714305e-14
-2038,2.2194505674924716e-15,4.925618404722715e-14
-2037,2.2601810054209577e-15,5.093718975309941e-14
-2036,2.303968712829449e-15,5.2651318430495284e-14
-2035,2.3193546310998157e-15,5.4373682329699454e-14
-2034,2.542067897990111e-15,5.629965278735737e-14
-2033,2.5603616668131074e-15,5.828872607853278e-14
-2032,2.5835137725394527e-15,6.01943219039268e-14
-2031,2.6702712664265805e-15,6.218017486665524e-14
-2030,2.7053198418760276e-15,6.418108741392593e-14
-2029,2.9785041687835814e-15,6.645093455520157e-14
-2028,3.7988115097574265e-15,6.95675354253022e-14
-2027,3.8166532683399176e-15,7.280992781633423e-14
-2026,3.984922726434287e-15,7.58139029037886e-14
-2025,4.2383590339933534e-15,7.910112481142808e-14
-2024,4.5086245161564064e-15,8.261610084145667e-14
-2023,4.605609303932484e-15,8.619024546581043e-14
-2022,4.6931143905359776e-15,8.973250027754874e-14
-2021,4.7275173464265055e-15,9.328805211397101e-14
-2020,5.029992008283442e-15,9.710997547129356e-14
-2019,5.235020150847245e-15,1.0117055911361942e-13
-2018,5.3232207201318885e-15,1.0518968701509483e-13
-2017,5.408628191164951e-15,1.0926354495897356e-13
-2016,5.607359275699374e-15,1.1350277493956723e-13
-2015,5.661582192083889e-15,1.1780056541986745e-13
-2014,5.7019904622483026e-15,1.2205252016924252e-13
-2013,5.788227936999403e-15,1.2637431445871097e-13
-2012,5.838909740862365e-15,1.3074671727319223e-13
-2011,5.961441735785848e-15,1.3520827527872594e-13
-2010,6.079688946612687e-15,1.3976828355207496e-13
-2009,6.121390045272053e-15,1.4435849714866907e-13
-2008,7.983049824388082e-15,1.5076334424358516e-13
-2007,8.080785344653996e-15,1.57777676447904e-13
-2006,8.100782956615873e-15,1.6389867402708263e-13
-2005,8.685699288738031e-15,1.7056801740272712e-13
-2004,1.024842569951165e-14,1.7888833208260182e-13
-2003,1.0440302812236192e-14,1.8757417370436376e-13
-2002,1.0586122048184854e-14,1.9567006001207175e-13
-2001,1.0699519072596355e-14,2.0381650615480755e-13
-2000,1.0997142500918288e-14,2.1221113146614974e-13
-1999,1.1878551490211135e-14,2.2145921289901218e-13
-1998,1.223569525448545e-14,2.309455943766081e-13
-1997,1.228903832754142e-14,2.40366300715551e-13
-1996,1.2855724832163471e-14,2.501878956390697e-13
-1995,1.3101663986262028e-14,2.6032116023205374e-13
-1994,1.3231248975155443e-14,2.70332503100721e-13
-1993,1.3576242164157184e-14,2.8064584712074014e-13
-1992,1.3687375469256715e-14,2.9109435150645146e-13
-1991,1.4013393615615165e-14,3.017376395199382e-13
-1990,1.437983901030975e-14,3.127166022183507e-13
-1989,1.4667429713508954e-14,3.239268196761306e-13
-1988,1.476334840939942e-14,3.3513074541065427e-13
-1987,1.5082594451977897e-14,3.4654145684034285e-13
-1986,1.516841472922272e-14,3.5803178606578036e-13
-1985,1.5364161520164e-14,3.696122353331867e-13
-1984,1.891439988432691e-14,3.8474125716632013e-13
-1983,1.9127962415067067e-14,4.0100162506321216e-13
-1982,1.9301396629744078e-14,4.1571808452764716e-13
-1981,1.970873960136847e-14,4.307628582989245e-13
-1980,2.0139708097268947e-14,4.4623430394042885e-13
-1979,2.1952590126568505e-14,4.634553402842989e-13
-1978,2.3186139658655296e-14,4.817230270726819e-13
-1977,2.328177130354731e-14,4.999146617819101e-13
-1976,2.3759274414065282e-14,5.180001857664955e-13
-1975,2.494253755512966e-14,5.372258797308021e-13
-1974,2.530772864220497e-14,5.565751645417223e-13
-1973,2.659594350817133e-14,5.770803554351966e-13
-1972,2.688251922902424e-14,5.98038579928257e-13
-1971,2.7201509466529127e-14,6.187539520963929e-13
-1970,2.8682166622023664e-14,6.408890713725303e-13
-1969,3.032543574773486e-14,6.647635091355226e-13
-1968,3.070220893477958e-14,6.887124632934752e-13
-1967,3.1275058912924776e-14,7.126034957906334e-13
-1966,3.172771047910112e-14,7.368057675696884e-13
-1965,3.233571798833058e-14,7.614978226614871e-13
-1964,3.262195296282708e-14,7.863918344412702e-13
-1963,3.3369073619862574e-14,8.117484159229196e-13
-1962,3.38734328763964e-14,8.376778836139553e-13
-1961,3.492561449621819e-14,8.644247418992589e-13
-1960,3.626694496443379e-14,8.924535448445333e-13
-1959,3.649974491709692e-14,9.206097684203384e-13
-1958,3.9406652691263895e-14,9.510881019197225e-13
-1957,3.983491851121424e-14,9.825979652725896e-13
-1956,4.0027836867521715e-14,1.0129691111458635e-12
